Zeitpunkt;Schwebstoff-Konzentration [g/m^3];Prüfstatus;Schwebstoff-Fracht [t];Prüfstatus;Schwebstoff-Abtrag [t/m^2];Prüfstatus;Schwebstoff-Transport [kg/s];Prüfstatus
04.08.66;10,19;Rohdaten;133,36;Rohdaten;0,05;Rohdaten;1,54;Rohdaten
05.08.66;19,45;Rohdaten;272,89;Rohdaten;0,1;Rohdaten;3,16;Rohdaten
06.08.66;198,16;Rohdaten;2827,28;Rohdaten;1;Rohdaten;32,72;Rohdaten
07.08.66;325,3;Rohdaten;4398,25;Rohdaten;1,55;Rohdaten;50,91;Rohdaten
08.08.66;126,87;Rohdaten;1614,03;Rohdaten;0,57;Rohdaten;18,68;Rohdaten
09.08.66;192,62;Rohdaten;3859,01;Rohdaten;1,36;Rohdaten;44,66;Rohdaten
10.08.66;31,03;Rohdaten;584;Rohdaten;0,21;Rohdaten;6,76;Rohdaten
11.08.66;22,84;Rohdaten;310,72;Rohdaten;0,11;Rohdaten;3,6;Rohdaten
12.08.66;11,96;Rohdaten;141,4;Rohdaten;0,05;Rohdaten;1,64;Rohdaten
13.08.66;10,69;Rohdaten;114,23;Rohdaten;0,04;Rohdaten;1,32;Rohdaten
14.08.66;10,33;Rohdaten;100,24;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
15.08.66;14,56;Rohdaten;159,81;Rohdaten;0,06;Rohdaten;1,85;Rohdaten
16.08.66;57,63;Rohdaten;800,11;Rohdaten;0,28;Rohdaten;9,26;Rohdaten
17.08.66;122,61;Rohdaten;2391,56;Rohdaten;0,84;Rohdaten;27,68;Rohdaten
18.08.66;128,32;Rohdaten;2248,89;Rohdaten;0,79;Rohdaten;26,03;Rohdaten
19.08.66;35,93;Rohdaten;550,17;Rohdaten;0,19;Rohdaten;6,37;Rohdaten
20.08.66;23,88;Rohdaten;398,75;Rohdaten;0,14;Rohdaten;4,62;Rohdaten
21.08.66;56,06;Rohdaten;1046;Rohdaten;0,37;Rohdaten;12,11;Rohdaten
22.08.66;93,36;Rohdaten;1884,94;Rohdaten;0,66;Rohdaten;21,82;Rohdaten
23.08.66;52,95;Rohdaten;990,38;Rohdaten;0,35;Rohdaten;11,46;Rohdaten
24.08.66;27,78;Rohdaten;446,93;Rohdaten;0,16;Rohdaten;5,17;Rohdaten
25.08.66;25,08;Rohdaten;373,04;Rohdaten;0,13;Rohdaten;4,32;Rohdaten
26.08.66;14,69;Rohdaten;230,65;Rohdaten;0,08;Rohdaten;2,67;Rohdaten
27.08.66;12,35;Rohdaten;187,9;Rohdaten;0,07;Rohdaten;2,18;Rohdaten
28.08.66;16,36;Rohdaten;214,62;Rohdaten;0,08;Rohdaten;2,48;Rohdaten
29.08.66;15,43;Rohdaten;176,62;Rohdaten;0,06;Rohdaten;2,04;Rohdaten
30.08.66;12,65;Rohdaten;141,25;Rohdaten;0,05;Rohdaten;1,64;Rohdaten
31.08.66;13,95;Rohdaten;185,66;Rohdaten;0,07;Rohdaten;2,15;Rohdaten
01.09.66;51,76;Rohdaten;859,84;Rohdaten;0,3;Rohdaten;9,95;Rohdaten
02.09.66;27,47;Rohdaten;437,66;Rohdaten;0,15;Rohdaten;5,07;Rohdaten
03.09.66;16,05;Rohdaten;243,34;Rohdaten;0,09;Rohdaten;2,82;Rohdaten
04.09.66;10,19;Rohdaten;139,81;Rohdaten;0,05;Rohdaten;1,62;Rohdaten
05.09.66;7,1;Rohdaten;74,18;Rohdaten;0,03;Rohdaten;0,86;Rohdaten
06.09.66;11,42;Rohdaten;107,66;Rohdaten;0,04;Rohdaten;1,25;Rohdaten
07.09.66;14,35;Rohdaten;122,84;Rohdaten;0,04;Rohdaten;1,42;Rohdaten
08.09.66;14,04;Rohdaten;112,56;Rohdaten;0,04;Rohdaten;1,3;Rohdaten
09.09.66;6,12;Rohdaten;46,07;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
10.09.66;5,26;Rohdaten;38,3;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
11.09.66;23,68;Rohdaten;169,73;Rohdaten;0,06;Rohdaten;1,96;Rohdaten
12.09.66;47,16;Rohdaten;378,8;Rohdaten;0,13;Rohdaten;4,38;Rohdaten
13.09.66;50,93;Rohdaten;457,36;Rohdaten;0,16;Rohdaten;5,29;Rohdaten
14.09.66;49,69;Rohdaten;475,08;Rohdaten;0,17;Rohdaten;5,5;Rohdaten
15.09.66;26,39;Rohdaten;256,17;Rohdaten;0,09;Rohdaten;2,97;Rohdaten
16.09.66;24,38;Rohdaten;255,57;Rohdaten;0,09;Rohdaten;2,96;Rohdaten
17.09.66;11,96;Rohdaten;132,75;Rohdaten;0,05;Rohdaten;1,54;Rohdaten
18.09.66;5,56;Rohdaten;56,64;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
19.09.66;9,26;Rohdaten;83,79;Rohdaten;0,03;Rohdaten;0,97;Rohdaten
20.09.66;17,59;Rohdaten;163,93;Rohdaten;0,06;Rohdaten;1,9;Rohdaten
21.09.66;6,48;Rohdaten;59,15;Rohdaten;0,02;Rohdaten;0,69;Rohdaten
22.09.66;5,56;Rohdaten;46,04;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
23.09.66;5,56;Rohdaten;44,57;Rohdaten;0,02;Rohdaten;0,52;Rohdaten
24.09.66;5,56;Rohdaten;41,62;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
25.09.66;10,71;Rohdaten;69,17;Rohdaten;0,02;Rohdaten;0,8;Rohdaten
26.09.66;36,59;Rohdaten;227,8;Rohdaten;0,08;Rohdaten;2,64;Rohdaten
27.09.66;48,77;Rohdaten;320,46;Rohdaten;0,11;Rohdaten;3,71;Rohdaten
28.09.66;26,39;Rohdaten;175,98;Rohdaten;0,06;Rohdaten;2,04;Rohdaten
29.09.66;9,41;Rohdaten;67,42;Rohdaten;0,02;Rohdaten;0,78;Rohdaten
30.09.66;15,49;Rohdaten;112,71;Rohdaten;0,04;Rohdaten;1,31;Rohdaten
01.10.66;48,19;Rohdaten;280,44;Rohdaten;0,1;Rohdaten;3,25;Rohdaten
02.10.66;107,05;Rohdaten;557,65;Rohdaten;0,2;Rohdaten;6,45;Rohdaten
03.10.66;86,87;Rohdaten;305,9;Rohdaten;0,11;Rohdaten;3,54;Rohdaten
04.10.66;24,07;Rohdaten;85,41;Rohdaten;0,03;Rohdaten;0,99;Rohdaten
05.10.66;22,22;Rohdaten;76,94;Rohdaten;0,03;Rohdaten;0,89;Rohdaten
06.10.66;6,79;Rohdaten;22,91;Rohdaten;0,01;Rohdaten;0,27;Rohdaten
07.10.66;5,56;Rohdaten;18,27;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
08.10.66;5,54;Rohdaten;18,04;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
09.10.66;5,32;Rohdaten;15,23;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
10.10.66;6,96;Rohdaten;17,06;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
11.10.66;23,45;Rohdaten;62,82;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
12.10.66;15,03;Rohdaten;43,3;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
13.10.66;47,18;Rohdaten;299,3;Rohdaten;0,11;Rohdaten;3,46;Rohdaten
14.10.66;66,87;Rohdaten;417,52;Rohdaten;0,15;Rohdaten;4,83;Rohdaten
15.10.66;17,59;Rohdaten;99,4;Rohdaten;0,04;Rohdaten;1,15;Rohdaten
16.10.66;5,59;Rohdaten;17,21;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
17.10.66;6,51;Rohdaten;15,94;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
18.10.66;112,84;Rohdaten;308,08;Rohdaten;0,11;Rohdaten;3,57;Rohdaten
19.10.66;65,74;Rohdaten;181,84;Rohdaten;0,06;Rohdaten;2,11;Rohdaten
20.10.66;9,57;Rohdaten;29,94;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
21.10.66;5,56;Rohdaten;19,6;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
22.10.66;26,4;Rohdaten;106,35;Rohdaten;0,04;Rohdaten;1,23;Rohdaten
23.10.66;22,89;Rohdaten;85,19;Rohdaten;0,03;Rohdaten;0,99;Rohdaten
24.10.66;9,04;Rohdaten;18,77;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
25.10.66;14,82;Rohdaten;28,73;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
26.10.66;9,71;Rohdaten;20,74;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
27.10.66;39,88;Rohdaten;507;Rohdaten;0,18;Rohdaten;5,87;Rohdaten
28.10.66;24,75;Rohdaten;244,68;Rohdaten;0,09;Rohdaten;2,83;Rohdaten
29.10.66;5,87;Rohdaten;38,96;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
30.10.66;5,56;Rohdaten;29,68;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
31.10.66;5,57;Rohdaten;24,49;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
01.11.66;12,56;Rohdaten;45,34;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
02.11.66;76,87;Rohdaten;259,25;Rohdaten;0,09;Rohdaten;3;Rohdaten
03.11.66;20,56;Rohdaten;70,29;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
04.11.66;33,23;Rohdaten;116,17;Rohdaten;0,04;Rohdaten;1,35;Rohdaten
05.11.66;35,65;Rohdaten;130,26;Rohdaten;0,05;Rohdaten;1,51;Rohdaten
06.11.66;43,98;Rohdaten;193,08;Rohdaten;0,07;Rohdaten;2,24;Rohdaten
07.11.66;88,43;Rohdaten;471,64;Rohdaten;0,17;Rohdaten;5,46;Rohdaten
08.11.66;106,64;Rohdaten;605,65;Rohdaten;0,21;Rohdaten;7,01;Rohdaten
09.11.66;52,78;Rohdaten;323,85;Rohdaten;0,11;Rohdaten;3,75;Rohdaten
10.11.66;55,25;Rohdaten;312,38;Rohdaten;0,11;Rohdaten;3,62;Rohdaten
11.11.66;37,65;Rohdaten;210,69;Rohdaten;0,07;Rohdaten;2,44;Rohdaten
12.11.66;25,93;Rohdaten;141,51;Rohdaten;0,05;Rohdaten;1,64;Rohdaten
13.11.66;14,82;Rohdaten;75,61;Rohdaten;0,03;Rohdaten;0,88;Rohdaten
14.11.66;12,35;Rohdaten;50,41;Rohdaten;0,02;Rohdaten;0,58;Rohdaten
15.11.66;25,62;Rohdaten;105,38;Rohdaten;0,04;Rohdaten;1,22;Rohdaten
16.11.66;8,33;Rohdaten;30,29;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
17.11.66;12,96;Rohdaten;37,99;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
18.11.66;22,45;Rohdaten;56,61;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
19.11.66;32,18;Rohdaten;75,51;Rohdaten;0,03;Rohdaten;0,87;Rohdaten
20.11.66;41,9;Rohdaten;94,41;Rohdaten;0,03;Rohdaten;1,09;Rohdaten
21.11.66;42,05;Rohdaten;95,25;Rohdaten;0,03;Rohdaten;1,1;Rohdaten
22.11.66;32,1;Rohdaten;89,03;Rohdaten;0,03;Rohdaten;1,03;Rohdaten
23.11.66;59,57;Rohdaten;166,65;Rohdaten;0,06;Rohdaten;1,93;Rohdaten
24.11.66;13,58;Rohdaten;37,55;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
25.11.66;7,92;Rohdaten;19,57;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
26.11.66;16,36;Rohdaten;30,8;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
27.11.66;25,62;Rohdaten;43,53;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
28.11.66;34,78;Rohdaten;56,77;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
29.11.66;88,77;Rohdaten;192,2;Rohdaten;0,07;Rohdaten;2,23;Rohdaten
30.11.66;54,01;Rohdaten;158,61;Rohdaten;0,06;Rohdaten;1,84;Rohdaten
01.12.66;116,98;Rohdaten;395,17;Rohdaten;0,14;Rohdaten;4,57;Rohdaten
02.12.66;114,4;Rohdaten;423,24;Rohdaten;0,15;Rohdaten;4,9;Rohdaten
03.12.66;81,17;Rohdaten;303,4;Rohdaten;0,11;Rohdaten;3,51;Rohdaten
04.12.66;45,99;Rohdaten;173,33;Rohdaten;0,06;Rohdaten;2,01;Rohdaten
05.12.66;16,15;Rohdaten;62,55;Rohdaten;0,02;Rohdaten;0,72;Rohdaten
06.12.66;6,17;Rohdaten;24,1;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
07.12.66;5,56;Rohdaten;21,89;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
08.12.66;6,49;Rohdaten;25,62;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
09.12.66;9,62;Rohdaten;37,11;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
10.12.66;8,96;Rohdaten;33,55;Rohdaten;0,01;Rohdaten;0,39;Rohdaten
11.12.66;24,4;Rohdaten;95,92;Rohdaten;0,03;Rohdaten;1,11;Rohdaten
12.12.66;31,75;Rohdaten;131,2;Rohdaten;0,05;Rohdaten;1,52;Rohdaten
13.12.66;12,92;Rohdaten;72,74;Rohdaten;0,03;Rohdaten;0,84;Rohdaten
14.12.66;12,53;Rohdaten;71,57;Rohdaten;0,03;Rohdaten;0,83;Rohdaten
15.12.66;85,84;Rohdaten;474,13;Rohdaten;0,17;Rohdaten;5,49;Rohdaten
16.12.66;376,01;Rohdaten;2075,2;Rohdaten;0,73;Rohdaten;24,02;Rohdaten
17.12.66;58,4;Rohdaten;309,66;Rohdaten;0,11;Rohdaten;3,58;Rohdaten
18.12.66;11,42;Rohdaten;43,33;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
19.12.66;11,11;Rohdaten;51,89;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
20.12.66;10,81;Rohdaten;61,44;Rohdaten;0,02;Rohdaten;0,71;Rohdaten
21.12.66;6,43;Rohdaten;41,99;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
22.12.66;40,4;Rohdaten;257,89;Rohdaten;0,09;Rohdaten;2,99;Rohdaten
23.12.66;108,56;Rohdaten;690,37;Rohdaten;0,24;Rohdaten;7,99;Rohdaten
24.12.66;24,81;Rohdaten;163,47;Rohdaten;0,06;Rohdaten;1,89;Rohdaten
25.12.66;30,77;Rohdaten;214,28;Rohdaten;0,08;Rohdaten;2,48;Rohdaten
26.12.66;21,56;Rohdaten;117,22;Rohdaten;0,04;Rohdaten;1,36;Rohdaten
27.12.66;12,43;Rohdaten;64,96;Rohdaten;0,02;Rohdaten;0,75;Rohdaten
28.12.66;11,11;Rohdaten;58,8;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
29.12.66;10,45;Rohdaten;52,53;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
30.12.66;7,09;Rohdaten;37,96;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
31.12.66;10,12;Rohdaten;62,93;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
01.01.67;7,87;Rohdaten;49,89;Rohdaten;0,02;Rohdaten;0,58;Rohdaten
02.01.67;6,64;Rohdaten;43,47;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
03.01.67;11,22;Rohdaten;74,76;Rohdaten;0,03;Rohdaten;0,87;Rohdaten
04.01.67;26,67;Rohdaten;163,81;Rohdaten;0,06;Rohdaten;1,9;Rohdaten
05.01.67;43,15;Rohdaten;256,51;Rohdaten;0,09;Rohdaten;2,97;Rohdaten
06.01.67;22,36;Rohdaten;123,86;Rohdaten;0,04;Rohdaten;1,43;Rohdaten
07.01.67;12,36;Rohdaten;62,63;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
08.01.67;6,01;Rohdaten;24,23;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
09.01.67;5,56;Rohdaten;22,53;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
10.01.67;6,11;Rohdaten;26,39;Rohdaten;0,01;Rohdaten;0,31;Rohdaten
11.01.67;13,74;Rohdaten;64,98;Rohdaten;0,02;Rohdaten;0,75;Rohdaten
12.01.67;7,93;Rohdaten;37,7;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
13.01.67;5,56;Rohdaten;25,29;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
14.01.67;5,56;Rohdaten;23,59;Rohdaten;0,01;Rohdaten;0,27;Rohdaten
15.01.67;5,56;Rohdaten;21,26;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
16.01.67;5,56;Rohdaten;19,95;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
17.01.67;6,95;Rohdaten;25,07;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
18.01.67;9,48;Rohdaten;36,8;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
19.01.67;7,84;Rohdaten;33,06;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
20.01.67;15,42;Rohdaten;64,19;Rohdaten;0,02;Rohdaten;0,74;Rohdaten
21.01.67;18,07;Rohdaten;73,41;Rohdaten;0,03;Rohdaten;0,85;Rohdaten
22.01.67;6,48;Rohdaten;21,14;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
23.01.67;5,56;Rohdaten;17,66;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
24.01.67;5,56;Rohdaten;19,29;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
25.01.67;5,56;Rohdaten;24,02;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
26.01.67;13,92;Rohdaten;103,11;Rohdaten;0,04;Rohdaten;1,19;Rohdaten
27.01.67;68,22;Rohdaten;580,18;Rohdaten;0,2;Rohdaten;6,72;Rohdaten
28.01.67;48,68;Rohdaten;534,48;Rohdaten;0,19;Rohdaten;6,19;Rohdaten
29.01.67;17,91;Rohdaten;184,45;Rohdaten;0,07;Rohdaten;2,14;Rohdaten
30.01.67;9,41;Rohdaten;80,96;Rohdaten;0,03;Rohdaten;0,94;Rohdaten
31.01.67;7,26;Rohdaten;58,33;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
01.02.67;7,04;Rohdaten;50,7;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
02.02.67;9,48;Rohdaten;66,39;Rohdaten;0,02;Rohdaten;0,77;Rohdaten
03.02.67;5,67;Rohdaten;41;Rohdaten;0,01;Rohdaten;0,48;Rohdaten
04.02.67;5,04;Rohdaten;39,55;Rohdaten;0,01;Rohdaten;0,46;Rohdaten
05.02.67;5,11;Rohdaten;39,42;Rohdaten;0,01;Rohdaten;0,46;Rohdaten
06.02.67;5,53;Rohdaten;37,73;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
07.02.67;5,56;Rohdaten;33,86;Rohdaten;0,01;Rohdaten;0,39;Rohdaten
08.02.67;5,56;Rohdaten;31,93;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
09.02.67;5,56;Rohdaten;29,95;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
10.02.67;5,56;Rohdaten;27,64;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
11.02.67;5,56;Rohdaten;26,84;Rohdaten;0,01;Rohdaten;0,31;Rohdaten
12.02.67;5,56;Rohdaten;24,02;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
13.02.67;5,56;Rohdaten;21,67;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
14.02.67;5,56;Rohdaten;21,91;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
15.02.67;5,56;Rohdaten;23,92;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
16.02.67;5,56;Rohdaten;24,52;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
17.02.67;5,56;Rohdaten;24,52;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
18.02.67;5,56;Rohdaten;22,66;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
19.02.67;5,56;Rohdaten;19,42;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
20.02.67;5,56;Rohdaten;19,5;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
21.02.67;10,17;Rohdaten;71,77;Rohdaten;0,03;Rohdaten;0,83;Rohdaten
22.02.67;21,97;Rohdaten;190,18;Rohdaten;0,07;Rohdaten;2,2;Rohdaten
23.02.67;6,75;Rohdaten;51,66;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
24.02.67;9,57;Rohdaten;62,62;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
25.02.67;20,59;Rohdaten;129,77;Rohdaten;0,05;Rohdaten;1,5;Rohdaten
26.02.67;18,3;Rohdaten;119,48;Rohdaten;0,04;Rohdaten;1,38;Rohdaten
27.02.67;14,94;Rohdaten;102,91;Rohdaten;0,04;Rohdaten;1,19;Rohdaten
28.02.67;11,58;Rohdaten;86,34;Rohdaten;0,03;Rohdaten;1;Rohdaten
01.03.67;8,22;Rohdaten;69,76;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
02.03.67;5,7;Rohdaten;55,3;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
03.03.67;5,56;Rohdaten;46,92;Rohdaten;0,02;Rohdaten;0,54;Rohdaten
04.03.67;5,56;Rohdaten;39,28;Rohdaten;0,01;Rohdaten;0,46;Rohdaten
05.03.67;5,56;Rohdaten;33,09;Rohdaten;0,01;Rohdaten;0,38;Rohdaten
06.03.67;5,56;Rohdaten;33,72;Rohdaten;0,01;Rohdaten;0,39;Rohdaten
07.03.67;5,56;Rohdaten;39,55;Rohdaten;0,01;Rohdaten;0,46;Rohdaten
08.03.67;5,56;Rohdaten;42,15;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
09.03.67;5,56;Rohdaten;44,56;Rohdaten;0,02;Rohdaten;0,52;Rohdaten
10.03.67;5,56;Rohdaten;46,37;Rohdaten;0,02;Rohdaten;0,54;Rohdaten
11.03.67;5,56;Rohdaten;46,47;Rohdaten;0,02;Rohdaten;0,54;Rohdaten
12.03.67;5,96;Rohdaten;49,14;Rohdaten;0,02;Rohdaten;0,57;Rohdaten
13.03.67;9,31;Rohdaten;70,18;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
14.03.67;5,79;Rohdaten;43,46;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
15.03.67;5,56;Rohdaten;40,78;Rohdaten;0,01;Rohdaten;0,47;Rohdaten
16.03.67;5,56;Rohdaten;41,57;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
17.03.67;5,56;Rohdaten;41,78;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
18.03.67;5,56;Rohdaten;41,94;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
19.03.67;6;Rohdaten;45,63;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
20.03.67;13,89;Rohdaten;107,76;Rohdaten;0,04;Rohdaten;1,25;Rohdaten
21.03.67;18,82;Rohdaten;147,16;Rohdaten;0,05;Rohdaten;1,7;Rohdaten
22.03.67;8,51;Rohdaten;67,87;Rohdaten;0,02;Rohdaten;0,79;Rohdaten
23.03.67;5,56;Rohdaten;44,31;Rohdaten;0,02;Rohdaten;0,51;Rohdaten
24.03.67;5,56;Rohdaten;41,77;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
25.03.67;5,56;Rohdaten;36,14;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
26.03.67;5,56;Rohdaten;34,75;Rohdaten;0,01;Rohdaten;0,4;Rohdaten
27.03.67;5,56;Rohdaten;33,99;Rohdaten;0,01;Rohdaten;0,39;Rohdaten
28.03.67;5,56;Rohdaten;37,65;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
29.03.67;5,56;Rohdaten;42,61;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
30.03.67;5,56;Rohdaten;43,02;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
31.03.67;5,56;Rohdaten;41,72;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
01.04.67;5,56;Rohdaten;38,35;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
02.04.67;5,56;Rohdaten;36,06;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
03.04.67;5,56;Rohdaten;42,95;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
04.04.67;12,52;Rohdaten;128,84;Rohdaten;0,05;Rohdaten;1,49;Rohdaten
05.04.67;65,95;Rohdaten;733,28;Rohdaten;0,26;Rohdaten;8,49;Rohdaten
06.04.67;52,11;Rohdaten;623,68;Rohdaten;0,22;Rohdaten;7,22;Rohdaten
07.04.67;11,23;Rohdaten;128,06;Rohdaten;0,05;Rohdaten;1,48;Rohdaten
08.04.67;5,56;Rohdaten;49,53;Rohdaten;0,02;Rohdaten;0,57;Rohdaten
09.04.67;14,02;Rohdaten;124,27;Rohdaten;0,04;Rohdaten;1,44;Rohdaten
10.04.67;41,91;Rohdaten;401,45;Rohdaten;0,14;Rohdaten;4,65;Rohdaten
11.04.67;24,17;Rohdaten;239,33;Rohdaten;0,08;Rohdaten;2,77;Rohdaten
12.04.67;15,97;Rohdaten;159,02;Rohdaten;0,06;Rohdaten;1,84;Rohdaten
13.04.67;13,31;Rohdaten;132,25;Rohdaten;0,05;Rohdaten;1,53;Rohdaten
14.04.67;10,66;Rohdaten;106,19;Rohdaten;0,04;Rohdaten;1,23;Rohdaten
15.04.67;8,38;Rohdaten;84,45;Rohdaten;0,03;Rohdaten;0,98;Rohdaten
16.04.67;6,19;Rohdaten;63,61;Rohdaten;0,02;Rohdaten;0,74;Rohdaten
17.04.67;5,56;Rohdaten;56,67;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
18.04.67;9,74;Rohdaten;104,38;Rohdaten;0,04;Rohdaten;1,21;Rohdaten
19.04.67;17,33;Rohdaten;191,62;Rohdaten;0,07;Rohdaten;2,22;Rohdaten
20.04.67;6,27;Rohdaten;59,88;Rohdaten;0,02;Rohdaten;0,69;Rohdaten
21.04.67;5,56;Rohdaten;51,71;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
22.04.67;5,56;Rohdaten;51,13;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
23.04.67;5,56;Rohdaten;51,55;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
24.04.67;5,56;Rohdaten;52,25;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
25.04.67;5,56;Rohdaten;52,9;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
26.04.67;5,42;Rohdaten;51,49;Rohdaten;0,02;Rohdaten;0,6;Rohdaten
27.04.67;5,12;Rohdaten;46,79;Rohdaten;0,02;Rohdaten;0,54;Rohdaten
28.04.67;5,46;Rohdaten;47,45;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
29.04.67;5,56;Rohdaten;48,13;Rohdaten;0,02;Rohdaten;0,56;Rohdaten
30.04.67;5,56;Rohdaten;50,18;Rohdaten;0,02;Rohdaten;0,58;Rohdaten
01.05.67;5,73;Rohdaten;51,16;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
02.05.67;9,66;Rohdaten;94,76;Rohdaten;0,03;Rohdaten;1,1;Rohdaten
03.05.67;31,68;Rohdaten;390,7;Rohdaten;0,14;Rohdaten;4,52;Rohdaten
04.05.67;7,21;Rohdaten;83,5;Rohdaten;0,03;Rohdaten;0,97;Rohdaten
05.05.67;5,56;Rohdaten;55,18;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
06.05.67;5,56;Rohdaten;53,21;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
07.05.67;5,56;Rohdaten;53,56;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
